State,Year,Quarter,District,Count,Amount
Rajasthan,2021,3,jaipur,193839196,313664435689.29987
Rajasthan,2021,3,jodhpur,19263957,38514689412.99684
Rajasthan,2021,3,alwar,18956440,31796623472.554596
Rajasthan,2021,3,kota,13858632,22356848820.753067
Rajasthan,2021,3,bhilwara,12558408,23899765687.00115
Rajasthan,2021,3,sikar,12157675,24859966680.623276
Rajasthan,2021,3,ajmer,12039695,23974005140.503326
Rajasthan,2021,3,udaipur,10000681,15950385929.054022
Rajasthan,2021,3,nagaur,8542495,19712431242.607426
Rajasthan,2021,3,dausa,8175162,12267753350.999645
Rajasthan,2021,4,jaipur,231804892,394435778364.0141
Rajasthan,2021,4,jodhpur,23671637,49201187505.373276
Rajasthan,2021,4,alwar,23661509,40984441151.34271
Rajasthan,2021,4,bhilwara,15373212,29555829037.16449
Rajasthan,2021,4,ajmer,15049250,31040109507.970833
Rajasthan,2021,4,sikar,14946567,32671486020.051144
Rajasthan,2021,4,kota,14912645,24168234009.303997
Rajasthan,2021,4,udaipur,12082286,19874244609.252956
Rajasthan,2021,4,nagaur,10615952,25959911336.428215
Rajasthan,2021,4,dausa,10142219,16190233721.345505
Rajasthan,2021,1,jaipur,125917532,223771205713.2528
Rajasthan,2021,1,alwar,12041829,23497000298.13838
Rajasthan,2021,1,jodhpur,11409882,24774598219.407482
Rajasthan,2021,1,kota,9133910,15546647728.086227
Rajasthan,2021,1,bhilwara,7672484,16416337441.885864
Rajasthan,2021,1,sikar,7581768,17303999484.268673
Rajasthan,2021,1,ajmer,7053995,15317166377.74087
Rajasthan,2021,1,udaipur,6826421,10957000441.952847
Rajasthan,2021,1,dausa,4999310,8786072971.794998
Rajasthan,2021,1,nagaur,4976059,12761075159.690163
Rajasthan,2023,2,jaipur,291245541,414094307123.0
Rajasthan,2023,2,alwar,72379746,100096748505.0
Rajasthan,2023,2,jodhpur,63628518,111202183454.0
Rajasthan,2023,2,ajmer,47633939,82448878689.0
Rajasthan,2023,2,bhilwara,46805864,76181416686.0
Rajasthan,2023,2,sikar,43838459,80007069194.0
Rajasthan,2023,2,kota,42838853,57552911099.0
Rajasthan,2023,2,nagaur,34917594,69594287612.0
Rajasthan,2023,2,udaipur,32859859,46209374120.0
Rajasthan,2023,2,bikaner,31513648,53282144682.0
Rajasthan,2023,1,jaipur,250101628,383391511211.0
Rajasthan,2023,1,alwar,59810068,90609216574.0
Rajasthan,2023,1,jodhpur,55799596,103638420860.0
Rajasthan,2023,1,ajmer,40711142,75097900480.0
Rajasthan,2023,1,bhilwara,40390520,69684628207.0
Rajasthan,2023,1,kota,37756795,49533748966.0
Rajasthan,2023,1,sikar,37352772,73473038385.0
Rajasthan,2023,1,nagaur,29670841,64697662210.0
Rajasthan,2023,1,udaipur,28562794,42357660825.0
Rajasthan,2023,1,barmer,27662361,55275431518.0
Rajasthan,2019,2,jaipur,27449382,46056907216.76753
Rajasthan,2019,2,alwar,2451727,4430719900.4858055
Rajasthan,2019,2,jodhpur,1733269,3700049028.6222835
Rajasthan,2019,2,kota,1571917,2185105967.3376136
Rajasthan,2019,2,bhilwara,1359790,2514774803.6248965
Rajasthan,2019,2,sikar,1198479,2624570998.8268456
Rajasthan,2019,2,jhunjhunu,1128965,2364089402.6112127
Rajasthan,2019,2,ajmer,1078977,2153453855.4028177
Rajasthan,2019,2,dausa,1063146,1644609703.0675397
Rajasthan,2019,2,udaipur,1007076,1724895638.7887383
Rajasthan,2019,3,jaipur,36334520,58402103360.67964
Rajasthan,2019,3,alwar,3359867,5501752093.050633
Rajasthan,2019,3,jodhpur,2465513,4931658536.490533
Rajasthan,2019,3,kota,2435542,2706744841.936022
Rajasthan,2019,3,bhilwara,1993704,3277886476.5106406
Rajasthan,2019,3,sikar,1660524,3298948099.2387867
Rajasthan,2019,3,udaipur,1643482,2352763015.7354145
Rajasthan,2019,3,ajmer,1474810,2744812297.8287177
Rajasthan,2019,3,dausa,1428706,1976649524.9356747
Rajasthan,2019,3,jhunjhunu,1333354,2830120895.181952
Rajasthan,2019,4,jaipur,44335592,81782144762.48987
Rajasthan,2019,4,alwar,4269770,7746529382.883535
Rajasthan,2019,4,jodhpur,3216115,6915335471.430582
Rajasthan,2019,4,kota,2899819,3813622079.5192366
Rajasthan,2019,4,bhilwara,2464660,4716195173.981495
Rajasthan,2019,4,udaipur,2311396,3313736215.9652596
Rajasthan,2019,4,sikar,2248784,5037411453.274343
Rajasthan,2019,4,ajmer,2025212,4104641128.5320387
Rajasthan,2019,4,dausa,1869433,3045918034.1072187
Rajasthan,2019,4,jhunjhunu,1869375,4227582982.791309
Rajasthan,2019,1,jaipur,19178441,25043540802.372772
Rajasthan,2019,1,alwar,2791195,3949132714.5560074
Rajasthan,2019,1,kota,1748396,1712973062.0583377
Rajasthan,2019,1,bhilwara,1615975,2126329687.9390469
Rajasthan,2019,1,jodhpur,1535328,2762592744.334321
Rajasthan,2019,1,dausa,1370483,1416280224.7419736
Rajasthan,2019,1,sikar,1310064,2164835681.27155
Rajasthan,2019,1,ajmer,1030802,1810602285.2408452
Rajasthan,2019,1,udaipur,998792,1584751474.6534314
Rajasthan,2019,1,jhunjhunu,984628,1661037639.5409722
Tripura,2018,2,west tripura,108318,127784098.63368198
Tripura,2018,2,south tripura,22366,18977158.301921178
Tripura,2018,2,sepahijala,18815,23613654.4908289
Tripura,2018,2,gomati,16000,15955619.88335196
Tripura,2018,2,dhalai,14563,15283111.134383248
Tripura,2018,2,north tripura,13859,16015790.907680927
Tripura,2018,2,khowai,11440,12338889.10193297
Tripura,2018,2,unakoti,9198,6923396.262354777
Tripura,2018,3,west tripura,168029,229530961.76904222
Tripura,2018,3,south tripura,49250,45613113.08085985
Tripura,2018,3,gomati,34380,36259157.953162886
Tripura,2018,3,sepahijala,33646,39779005.11547229
Tripura,2018,3,unakoti,29360,19643274.575087894
Tripura,2018,3,north tripura,25747,30157424.752639703
Tripura,2018,3,dhalai,22350,31331691.36689817
Tripura,2018,3,khowai,14941,21548759.427429266
Tripura,2018,4,west tripura,192827,305112898.56606925
Tripura,2018,4,sepahijala,53688,62851730.05123251
Tripura,2018,4,south tripura,49820,66095950.12312652
Tripura,2018,4,gomati,38970,48523976.18040443
Tripura,2018,4,north tripura,34385,44032488.7756635
Tripura,2018,4,dhalai,28775,46429185.35186546
Tripura,2018,4,khowai,26880,33718919.53354463
Tripura,2018,4,unakoti,22714,18120450.88253949
Tripura,2018,1,west tripura,70467,68418341.27939591
Tripura,2018,1,south tripura,18338,13785118.334229639
Tripura,2018,1,sepahijala,14107,13224752.635975957
Tripura,2018,1,gomati,12229,11277259.25510255
Tripura,2018,1,north tripura,9915,10869174.626601541
Tripura,2018,1,dhalai,9195,8812172.047209244
Tripura,2018,1,khowai,8838,7242490.357963288
Tripura,2018,1,unakoti,5068,4349605.99414449
Tripura,2020,2,west tripura,422021,779679849.9780351
Tripura,2020,2,south tripura,120386,209028177.93741143
Tripura,2020,2,sepahijala,113723,189445992.22517106
Tripura,2020,2,north tripura,101129,142793248.50751278
Tripura,2020,2,gomati,94532,143272330.02195236
Tripura,2020,2,dhalai,91473,139760407.46690515
Tripura,2020,2,khowai,57871,87108349.82516634
Tripura,2020,2,unakoti,51385,78087527.62381233
Tripura,2020,3,west tripura,522218,937726111.8013046
Tripura,2020,3,south tripura,151881,270869695.8170734
Tripura,2020,3,sepahijala,144693,269350118.6330105
Tripura,2020,3,north tripura,126884,207965073.7559021
Tripura,2020,3,gomati,121329,214785928.09740338
Tripura,2020,3,dhalai,114616,192403601.42055285
Tripura,2020,3,khowai,72823,129761070.16067821
Tripura,2020,3,unakoti,63441,118957916.52995977
Tripura,2020,4,west tripura,692509,1319546164.1650114
Tripura,2020,4,south tripura,182583,347232002.628355
Tripura,2020,4,sepahijala,165182,336834539.2035086
Tripura,2020,4,north tripura,164023,307732518.799576
Tripura,2020,4,gomati,149404,291692706.480306
Tripura,2020,4,dhalai,137188,266253033.05323905
Tripura,2020,4,khowai,83899,156613600.32324535
Tripura,2020,4,unakoti,77102,156226431.5680711
Tripura,2020,1,west tripura,461888,795860840.742927
Tripura,2020,1,south tripura,89869,155003031.67681995
Tripura,2020,1,sepahijala,82186,153302286.84263223
Tripura,2020,1,gomati,77355,136218979.95952815
Tripura,2020,1,north tripura,71460,109976480.50529519
Tripura,2020,1,dhalai,61425,99410788.98253483
Tripura,2020,1,khowai,43027,73376986.42934099
Tripura,2020,1,unakoti,37292,65629411.24942416
Tripura,2022,2,west tripura,1654938,2957075284.517076
Tripura,2022,2,north tripura,347933,745615506.6452613
Tripura,2022,2,sepahijala,301211,703075146.3196069
Tripura,2022,2,south tripura,270412,649809730.8825212
Tripura,2022,2,gomati,269581,581885804.1766024
Tripura,2022,2,dhalai,258585,545900041.1491122
Tripura,2022,2,unakoti,168534,380245834.4251685
Tripura,2022,2,khowai,147470,314663693.9199481
Tripura,2022,3,west tripura,2286054,4317123305.576752
Tripura,2022,3,north tripura,400198,829909312.3103282
Tripura,2022,3,sepahijala,358452,818757042.9688609
Tripura,2022,3,gomati,294377,612183432.8798862
Tripura,2022,3,dhalai,287101,618208457.2771137
Tripura,2022,3,south tripura,286379,682522212.5858632
Tripura,2022,3,unakoti,179593,406385690.1014518
Tripura,2022,3,khowai,164425,363263351.21088356
Tripura,2022,4,west tripura,3006900,5757593406.558214
Tripura,2022,4,north tripura,460914,940748505.5593312
Tripura,2022,4,sepahijala,352709,784953776.7829857
Tripura,2022,4,south tripura,318517,743429832.5489743
Tripura,2022,4,gomati,303790,606245959.1360531
Tripura,2022,4,unakoti,292384,653255260.7593155
Tripura,2022,4,dhalai,289984,592125895.8754389
Tripura,2022,4,khowai,172992,374619180.93378747
Tripura,2022,1,west tripura,1340631,2620170134.665219
Tripura,2022,1,north tripura,310764,699778044.1822658
Tripura,2022,1,sepahijala,257586,636388326.2869308
Tripura,2022,1,south tripura,242720,632737978.788888
Tripura,2022,1,gomati,230019,517368490.15875137
Tripura,2022,1,dhalai,216216,501758621.1580514
Tripura,2022,1,unakoti,148265,349475550.53661186
Tripura,2022,1,khowai,124989,289652618.573128
Tripura,2021,2,west tripura,772723,1463071251.4870775
Tripura,2021,2,north tripura,176067,351155989.2912202
Tripura,2021,2,south tripura,171713,365935947.9664031
Tripura,2021,2,sepahijala,166437,361358159.019094
Tripura,2021,2,gomati,148554,309610328.7995062
Tripura,2021,2,dhalai,138998,278586073.4183272
Tripura,2021,2,unakoti,88092,174170768.10130727
Tripura,2021,2,khowai,81845,164265842.95334023
Tripura,2021,3,west tripura,960039,1895464982.7091532
Tripura,2021,3,north tripura,210698,454116633.3192606
Tripura,2021,3,sepahijala,195392,447581559.15148854
Tripura,2021,3,south tripura,186827,414556972.48470575
Tripura,2021,3,dhalai,167446,368906160.1985531
Tripura,2021,3,gomati,166441,372982272.5022316
Tripura,2021,3,unakoti,105296,228625158.42425582
Tripura,2021,3,khowai,89061,181900029.39183187
Tripura,2021,4,west tripura,1174499,2328859193.6465282
Tripura,2021,4,north tripura,255959,590088928.320925
Tripura,2021,4,sepahijala,233920,570421104.1824098
Tripura,2021,4,south tripura,219422,560735150.0701383
Tripura,2021,4,gomati,200196,454492828.75278926
Tripura,2021,4,dhalai,194907,448039146.77420795
Tripura,2021,4,unakoti,130201,289484907.90426636
Tripura,2021,4,khowai,111589,254808204.6481812
Tripura,2021,1,west tripura,692376,1402040320.719656
Tripura,2021,1,south tripura,150265,357643996.07881093
Tripura,2021,1,north tripura,143060,318074681.762841
Tripura,2021,1,sepahijala,141426,365525453.40613097
Tripura,2021,1,gomati,127271,295815100.00755715
Tripura,2021,1,dhalai,116945,274079611.2937597
Tripura,2021,1,khowai,71155,160906168.90000182
Tripura,2021,1,unakoti,68925,161256237.6246628
Tripura,2023,2,west tripura,3504788,5599757469.0
Tripura,2023,2,north tripura,999059,1775463127.0
Tripura,2023,2,sepahijala,701484,1434920521.0
Tripura,2023,2,south tripura,670283,1363923736.0
Tripura,2023,2,gomati,620180,1121816314.0
Tripura,2023,2,dhalai,619543,1115111944.0
Tripura,2023,2,unakoti,461521,831227345.0
Tripura,2023,2,khowai,352685,676909626.0
Tripura,2023,1,west tripura,3134574,5127042638.0
Tripura,2023,1,north tripura,871256,1687332816.0
Tripura,2023,1,sepahijala,638722,1338075480.0
Tripura,2023,1,south tripura,608810,1375920795.0
Tripura,2023,1,gomati,562299,1128168622.0
Tripura,2023,1,dhalai,562193,1126256596.0
Tripura,2023,1,unakoti,402005,792057910.0
Tripura,2023,1,khowai,338828,713428034.0
Tripura,2019,2,west tripura,259708,400168803.61725503
Tripura,2019,2,south tripura,58687,93657802.46878463
Tripura,2019,2,sepahijala,51675,91802336.89096056
Tripura,2019,2,gomati,44671,72233524.18215181
Tripura,2019,2,dhalai,35446,57168085.150431305
Tripura,2019,2,north tripura,34750,57253647.84893566
Tripura,2019,2,khowai,27357,39594573.11367641
Tripura,2019,2,unakoti,20264,29942709.57518096
Tripura,2019,3,west tripura,370916,501659348.30598545
Tripura,2019,3,south tripura,66682,99290824.56459549
Tripura,2019,3,sepahijala,64021,100769508.41196784
Tripura,2019,3,gomati,60249,87365263.29836246
Tripura,2019,3,north tripura,49503,71077675.08774427
Tripura,2019,3,dhalai,44468,71345910.41205536
Tripura,2019,3,khowai,31061,48267493.19735644
Tripura,2019,3,unakoti,24817,37601399.539157376
Tripura,2019,4,west tripura,394538,585934433.558359
Tripura,2019,4,south tripura,76273,115116709.40717971
Tripura,2019,4,sepahijala,73165,126608014.74795961
Tripura,2019,4,gomati,72919,107373443.70576558
Tripura,2019,4,north tripura,61226,90362263.2944589
Tripura,2019,4,dhalai,52188,79988122.42796019
Tripura,2019,4,khowai,35979,55953879.30109075
Tripura,2019,4,unakoti,35536,54063293.815416425
Tripura,2019,1,west tripura,269281,356302222.87033004
Tripura,2019,1,sepahijala,65545,79750942.69844744
Tripura,2019,1,south tripura,64445,78239589.10235174
Tripura,2019,1,gomati,51994,62247963.56023827
Tripura,2019,1,khowai,36291,41097809.268162064
Tripura,2019,1,north tripura,35513,53359801.416677624
Tripura,2019,1,dhalai,33295,57107027.86254053
Tripura,2019,1,unakoti,24562,28789584.83707358
Arunanchal Pradesh,2018,2,papum pare,25363,66520931.20355793
Arunanchal Pradesh,2018,2,west kameng,10466,25521321.34140157
Arunanchal Pradesh,2018,2,lohit,6962,20520618.881890118
Arunanchal Pradesh,2018,2,east siang,6363,15285584.202916935
Arunanchal Pradesh,2018,2,changlang,6066,13294258.50337311
Arunanchal Pradesh,2018,2,tawang,5447,13722374.811357912
Arunanchal Pradesh,2018,2,longding,4634,10271170.165521314
Arunanchal Pradesh,2018,2,namsai,3230,6271811.327635023
Arunanchal Pradesh,2018,2,west siang,2579,7610989.567485569
Arunanchal Pradesh,2018,2,lower siang,2292,2179451.657976534
Arunanchal Pradesh,2018,3,papum pare,43282,101080479.2917223
Arunanchal Pradesh,2018,3,west kameng,17026,48528147.45054105
Arunanchal Pradesh,2018,3,lohit,11595,32702331.664437763
Arunanchal Pradesh,2018,3,east siang,10539,24885270.773230057
Arunanchal Pradesh,2018,3,changlang,10162,20494174.949715402
Arunanchal Pradesh,2018,3,tawang,8715,25733824.994109266
Arunanchal Pradesh,2018,3,longding,5288,18327334.050755527
Arunanchal Pradesh,2018,3,namsai,5076,10698272.774381302
Arunanchal Pradesh,2018,3,west siang,3337,12966152.792519316
Arunanchal Pradesh,2018,3,tirap,3322,7479257.007852319
Arunanchal Pradesh,2018,4,papum pare,55224,154875448.20778143
Arunanchal Pradesh,2018,4,west kameng,25439,89194886.84322134
Arunanchal Pradesh,2018,4,lohit,14268,40510521.949797615
Arunanchal Pradesh,2018,4,changlang,13950,32343047.413952358
Arunanchal Pradesh,2018,4,east siang,12893,34272134.344916776
Arunanchal Pradesh,2018,4,tawang,11104,35921510.89403269
Arunanchal Pradesh,2018,4,namsai,7244,17643523.29373534
Arunanchal Pradesh,2018,4,longding,6581,22545311.85089966
Arunanchal Pradesh,2018,4,tirap,5725,10811742.670586085
Arunanchal Pradesh,2018,4,lower dibang valley,4227,10951332.393937869
Arunanchal Pradesh,2018,1,papum pare,14224,32555848.462331478
Arunanchal Pradesh,2018,1,west kameng,5787,9540632.547015157
Arunanchal Pradesh,2018,1,lohit,3747,11496949.54576835
Arunanchal Pradesh,2018,1,east siang,3286,5533620.186295529
Arunanchal Pradesh,2018,1,changlang,3195,5380749.415278763
Arunanchal Pradesh,2018,1,tawang,2334,5055665.022950603
Arunanchal Pradesh,2018,1,longding,2321,4361531.578447229
Arunanchal Pradesh,2018,1,west siang,1887,4796675.565399804
Arunanchal Pradesh,2018,1,lower subansiri,1477,3650727.893614269
Arunanchal Pradesh,2018,1,namsai,1400,2162984.705083958
Arunanchal Pradesh,2020,2,papum pare,221728,535085907.3404856
Arunanchal Pradesh,2020,2,west kameng,95421,251395972.22505814
Arunanchal Pradesh,2020,2,changlang,69279,128572447.99797386
Arunanchal Pradesh,2020,2,lohit,56541,114730675.47714494
Arunanchal Pradesh,2020,2,east siang,55680,112693868.80998959
Arunanchal Pradesh,2020,2,tawang,44499,121561732.24171817
Arunanchal Pradesh,2020,2,namsai,34972,54870798.314045325
Arunanchal Pradesh,2020,2,west siang,32777,72790231.05472675
Arunanchal Pradesh,2020,2,tirap,28830,63497030.840810165
Arunanchal Pradesh,2020,2,lower dibang valley,26234,42360072.52689613
Arunanchal Pradesh,2020,3,papum pare,298350,859373863.7202578
Arunanchal Pradesh,2020,3,west kameng,111029,332812237.8096209
Arunanchal Pradesh,2020,3,changlang,73842,159158438.92541084
Arunanchal Pradesh,2020,3,east siang,69710,176323789.94437826
Arunanchal Pradesh,2020,3,lohit,65889,156523653.1864311
Arunanchal Pradesh,2020,3,tawang,56016,182137862.72423625
Arunanchal Pradesh,2020,3,namsai,37019,76484566.53480485
Arunanchal Pradesh,2020,3,west siang,34295,92449732.96070345
Arunanchal Pradesh,2020,3,tirap,30046,81539831.5295825
Arunanchal Pradesh,2020,3,lower dibang valley,27655,63469161.328603886
Arunanchal Pradesh,2020,4,papum pare,390528,1205917753.7046227
Arunanchal Pradesh,2020,4,west kameng,129575,390436113.7366378
Arunanchal Pradesh,2020,4,east siang,88632,250515095.18896666
Arunanchal Pradesh,2020,4,changlang,84852,204367875.07299304
Arunanchal Pradesh,2020,4,lohit,80530,196997836.79933694
Arunanchal Pradesh,2020,4,tawang,67262,240482254.58453605
Arunanchal Pradesh,2020,4,namsai,46762,111916731.51687588
Arunanchal Pradesh,2020,4,west siang,45207,125118193.04939622
Arunanchal Pradesh,2020,4,tirap,36124,104709589.66019581
Arunanchal Pradesh,2020,4,lower dibang valley,33455,81929299.56817816
Arunanchal Pradesh,2020,1,papum pare,180373,457430754.15953165
Arunanchal Pradesh,2020,1,west kameng,75363,198712422.2374845
Arunanchal Pradesh,2020,1,changlang,43858,93461363.58699805
Arunanchal Pradesh,2020,1,lohit,36985,83701268.27182505
Arunanchal Pradesh,2020,1,east siang,33743,82011539.42531273
Arunanchal Pradesh,2020,1,tawang,31865,84425193.41571434
Arunanchal Pradesh,2020,1,namsai,23112,46444942.9567038
Arunanchal Pradesh,2020,1,west siang,19728,47929440.73153875
Arunanchal Pradesh,2020,1,tirap,18369,40877851.79372531
Arunanchal Pradesh,2020,1,lower subansiri,15770,34273250.7179902
Arunanchal Pradesh,2022,2,papum pare,1444757,3269917296.5595775
Arunanchal Pradesh,2022,2,west kameng,327925,893486447.5566866
Arunanchal Pradesh,2022,2,east siang,261162,604825118.1911323
Arunanchal Pradesh,2022,2,lohit,226199,502322813.6384013
Arunanchal Pradesh,2022,2,changlang,203732,513287861.1029648
Arunanchal Pradesh,2022,2,namsai,152652,293920909.24794424
Arunanchal Pradesh,2022,2,tawang,132824,494351396.8226246
Arunanchal Pradesh,2022,2,west siang,121772,375530981.6496287
Arunanchal Pradesh,2022,2,lower dibang valley,104498,271945446.39483917
Arunanchal Pradesh,2022,2,lower subansiri,94109,287993729.77118087
Arunanchal Pradesh,2022,3,papum pare,1651143,3211809407.131925
Arunanchal Pradesh,2022,3,west kameng,371632,945171308.1838297
Arunanchal Pradesh,2022,3,east siang,286766,594752976.4068052
Arunanchal Pradesh,2022,3,lohit,236792,461745616.9201143
Arunanchal Pradesh,2022,3,changlang,216609,492535245.05507845
Arunanchal Pradesh,2022,3,namsai,151676,277199997.0357646
Arunanchal Pradesh,2022,3,tawang,138313,514855579.72383255
Arunanchal Pradesh,2022,3,west siang,136332,395192937.9954808
Arunanchal Pradesh,2022,3,lower dibang valley,112848,273001216.6677967
Arunanchal Pradesh,2022,3,lower subansiri,109261,285712248.1429684
Arunanchal Pradesh,2022,4,papum pare,1917365,3401999228.93926
Arunanchal Pradesh,2022,4,west kameng,421418,954522716.7333798
Arunanchal Pradesh,2022,4,east siang,327737,623525449.463265
Arunanchal Pradesh,2022,4,lohit,276551,503661703.8315097
Arunanchal Pradesh,2022,4,changlang,254818,572195646.772961
Arunanchal Pradesh,2022,4,namsai,188919,307955075.5201911
Arunanchal Pradesh,2022,4,west siang,176377,449302139.4960692
Arunanchal Pradesh,2022,4,tawang,155419,518332824.89263654
Arunanchal Pradesh,2022,4,lower subansiri,143172,339443886.23657525
Arunanchal Pradesh,2022,4,lower dibang valley,137218,308329533.63406837
Arunanchal Pradesh,2022,1,papum pare,1163726,2909248438.629796
Arunanchal Pradesh,2022,1,west kameng,240672,705607894.004217
Arunanchal Pradesh,2022,1,east siang,201945,501600929.04419017
Arunanchal Pradesh,2022,1,changlang,171494,490549428.7793704
Arunanchal Pradesh,2022,1,lohit,169954,393361044.4830233
Arunanchal Pradesh,2022,1,namsai,117173,256004887.5750422
Arunanchal Pradesh,2022,1,west siang,92331,315562272.5888671
Arunanchal Pradesh,2022,1,tawang,86721,346661566.51465106
Arunanchal Pradesh,2022,1,lower dibang valley,83531,235243185.52128848
Arunanchal Pradesh,2022,1,lower subansiri,73100,239825149.91154164
Arunanchal Pradesh,2021,2,papum pare,552953,1501062555.477559
Arunanchal Pradesh,2021,2,west kameng,164866,482626617.8657546
Arunanchal Pradesh,2021,2,east siang,106787,286839106.4541313
Arunanchal Pradesh,2021,2,changlang,105461,264031910.3489421
Arunanchal Pradesh,2021,2,lohit,99686,230495504.24757013
Arunanchal Pradesh,2021,2,tawang,70061,251025037.95363933
Arunanchal Pradesh,2021,2,namsai,64781,147069902.3522784
Arunanchal Pradesh,2021,2,west siang,59341,180700138.79997098
Arunanchal Pradesh,2021,2,tirap,46320,144548683.3225929
Arunanchal Pradesh,2021,2,lower dibang valley,42091,105552358.12192997
Arunanchal Pradesh,2021,3,papum pare,710098,1995999756.3372893
Arunanchal Pradesh,2021,3,west kameng,209165,658232385.7409549
Arunanchal Pradesh,2021,3,east siang,128957,368061706.2429154
Arunanchal Pradesh,2021,3,changlang,120126,319705502.42197955
Arunanchal Pradesh,2021,3,lohit,117879,275160751.4034922
Arunanchal Pradesh,2021,3,tawang,89052,365404078.3528414
Arunanchal Pradesh,2021,3,namsai,79292,177380632.18278247
Arunanchal Pradesh,2021,3,west siang,65763,217065611.3332364
Arunanchal Pradesh,2021,3,lower dibang valley,50270,133788746.95473914
Arunanchal Pradesh,2021,3,tirap,47118,143620525.85725695
Arunanchal Pradesh,2021,4,papum pare,919925,2435796597.1781564
Arunanchal Pradesh,2021,4,west kameng,247346,765859269.2953706
Arunanchal Pradesh,2021,4,east siang,169617,450185173.037876
Arunanchal Pradesh,2021,4,changlang,147432,403255246.4023236
Arunanchal Pradesh,2021,4,lohit,142772,328942905.2553121
Arunanchal Pradesh,2021,4,namsai,105194,220513367.66283622
Arunanchal Pradesh,2021,4,tawang,99575,412396002.3197621
Arunanchal Pradesh,2021,4,west siang,79050,267978346.9418527
Arunanchal Pradesh,2021,4,lower dibang valley,65302,174980099.83925235
Arunanchal Pradesh,2021,4,lower subansiri,60146,199366119.13556093
Arunanchal Pradesh,2021,1,papum pare,419891,1388723426.7156572
Arunanchal Pradesh,2021,1,west kameng,120906,384735272.8434415
Arunanchal Pradesh,2021,1,east siang,82357,253988360.79783517
Arunanchal Pradesh,2021,1,changlang,78849,220167765.51868472
Arunanchal Pradesh,2021,1,lohit,72380,198534806.934188
Arunanchal Pradesh,2021,1,tawang,54137,207859088.41115898
Arunanchal Pradesh,2021,1,namsai,45753,116637630.67690113
Arunanchal Pradesh,2021,1,west siang,42575,138700637.29161483
Arunanchal Pradesh,2021,1,lower dibang valley,32427,90709108.52350858
Arunanchal Pradesh,2021,1,tirap,32043,110593517.14623192
Arunanchal Pradesh,2023,2,papum pare,4245307,7148674913.0
Arunanchal Pradesh,2023,2,west kameng,870033,1803248166.0
Arunanchal Pradesh,2023,2,east siang,689624,1177576754.0
Arunanchal Pradesh,2023,2,changlang,615184,1260077796.0
Arunanchal Pradesh,2023,2,lohit,592587,984621672.0
Arunanchal Pradesh,2023,2,west siang,450143,970914462.0
Arunanchal Pradesh,2023,2,namsai,409511,619571108.0
Arunanchal Pradesh,2023,2,lower subansiri,341107,689315626.0
Arunanchal Pradesh,2023,2,tawang,339605,1003663723.0
Arunanchal Pradesh,2023,2,lower dibang valley,320847,641502543.0
Arunanchal Pradesh,2023,1,papum pare,3302746,5900429571.0
Arunanchal Pradesh,2023,1,west kameng,662521,1414404520.0
Arunanchal Pradesh,2023,1,east siang,535198,990989057.0
Arunanchal Pradesh,2023,1,changlang,494506,1101499481.0
Arunanchal Pradesh,2023,1,lohit,483285,870836418.0
Arunanchal Pradesh,2023,1,namsai,325503,518550113.0
Arunanchal Pradesh,2023,1,west siang,320064,764188915.0
Arunanchal Pradesh,2023,1,lower subansiri,257899,585614438.0
Arunanchal Pradesh,2023,1,lower dibang valley,256396,537713700.0
Arunanchal Pradesh,2023,1,tawang,239151,724541898.0
Arunanchal Pradesh,2019,2,papum pare,86433,246640891.34861866
Arunanchal Pradesh,2019,2,west kameng,37430,122521180.75595039
Arunanchal Pradesh,2019,2,lohit,18693,48893746.831022196
Arunanchal Pradesh,2019,2,changlang,18631,48891048.26477764
Arunanchal Pradesh,2019,2,east siang,16494,46549881.23941852
Arunanchal Pradesh,2019,2,tawang,15960,55915834.5871187
Arunanchal Pradesh,2019,2,namsai,9637,22491356.65721929
Arunanchal Pradesh,2019,2,west siang,8041,24549832.977181494
Arunanchal Pradesh,2019,2,tirap,6868,18633793.43372325
Arunanchal Pradesh,2019,2,longding,6744,23464027.892812617
Arunanchal Pradesh,2019,3,papum pare,117940,301518075.7016427
Arunanchal Pradesh,2019,3,west kameng,53939,147186019.87590763
Arunanchal Pradesh,2019,3,changlang,29218,58354823.443366826
Arunanchal Pradesh,2019,3,lohit,24505,54539458.21434432
Arunanchal Pradesh,2019,3,tawang,24097,72221026.28393415
Arunanchal Pradesh,2019,3,east siang,22611,58040119.9573143
Arunanchal Pradesh,2019,3,namsai,13453,25507641.015596062
Arunanchal Pradesh,2019,3,west siang,11889,30014806.816802975
Arunanchal Pradesh,2019,3,tirap,11249,21737827.19336869
Arunanchal Pradesh,2019,3,longding,10269,26620415.019238282
Arunanchal Pradesh,2019,4,papum pare,143272,378838002.3434037
Arunanchal Pradesh,2019,4,west kameng,66740,198205637.50055438
Arunanchal Pradesh,2019,4,changlang,33963,71874990.9639822
Arunanchal Pradesh,2019,4,tawang,30077,91949243.6071119
Arunanchal Pradesh,2019,4,lohit,29281,67502324.59236205
Arunanchal Pradesh,2019,4,east siang,26605,72075285.44344108
Arunanchal Pradesh,2019,4,namsai,18290,32501252.235055387
Arunanchal Pradesh,2019,4,tirap,16459,38467790.7269052
Arunanchal Pradesh,2019,4,west siang,14581,39460255.46641725
Arunanchal Pradesh,2019,4,lower subansiri,11806,29634357.486805215
